id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts308838,Bad Sport,SHOW,2021,TV-MA,68,"['crime', 'documentation', 'sport']",[],1,tt15402912,7.3,2151,3.382,7.3
tm855075,Rurouni Kenshin: The Beginning,MOVIE,2021,R,138,"['action', 'drama']",['JP'],,tt11991748,7.4,8273,124.417,7.8
tm1187913,Honeymoon With My Mother,MOVIE,2022,,110,['comedy'],['ES'],,tt11269026,5.8,2660,78.984,6.23
ts349845,Mr. Good: Cop or Crook?,SHOW,2022,TV-14,51,"['documentation', 'crime']",['NO'],1,tt20113404,6.9,369,2.821,5.4
tm1134006,Death to 2021,MOVIE,2021,,60,['comedy'],"['GB', 'US']",,tt16301388,6.3,14529,8.126,6
tm881587,"Vengeance Is Mine, All Others Pay Cash",MOVIE,2021,,114,"['romance', 'drama', 'action', 'comedy']",['ID'],,tt13387422,7,559,2.51,7.8
ts349842,Rhythm + Flow France,SHOW,2022,TV-MA,42,"['reality', 'music']",['FR'],1,tt20192132,6.3,92,11.242,8.5
tm816591,The Getaway King,MOVIE,2021,,100,"['drama', 'action', 'comedy', 'crime']",['PL'],,tt10516196,6.5,1812,5.27,6.8
tm810504,Yaksha: Ruthless Operations,MOVIE,2022,,125,"['action', 'crime', 'thriller']",['KR'],,tt12663250,6.2,3146,332.936,6.2
tm983270,Outside the Wire,MOVIE,2021,R,116,"['action', 'scifi', 'thriller', 'fantasy']",['US'],,tt10451914,5.4,42078,87.801,6.4
tm1201457,Civil: Ben Crump,MOVIE,2022,PG-13,101,['documentation'],[],,tt19859458,5.4,170,23.162,10
ts317422,Saturday Morning All Star Hits!,SHOW,2021,TV-14,23,"['animation', 'comedy']",['US'],1,tt15977708,7.5,948,2.598,6.3
tm982887,The Minimalists: Less Is Now,MOVIE,2021,,53,['documentation'],['US'],,tt13583144,5.9,4108,7.565,6.5
tm984155,The Devil Below,MOVIE,2021,R,89,"['horror', 'thriller']",['US'],,tt7646322,4.2,4366,7.841,5.1
tm984204,The Seventh Day,MOVIE,2021,R,87,['horror'],['US'],,tt11263022,4.5,4403,60.598,5.5
ts287328,Yasuke,SHOW,2021,TV-MA,29,"['drama', 'action', 'scifi', 'animation', 'fantasy', 'thriller']",['US'],1,tt9310330,6.2,5150,8.838,7.81
ts302489,Chicago Party Aunt,SHOW,2021,TV-MA,23,"['animation', 'comedy']",['US'],1,tt15125616,5.3,1488,4.25,6.5
ts304468,Thirty-Nine,SHOW,2022,TV-MA,73,"['drama', 'romance']",['KR'],1,tt15309342,7.9,150,6.647,9.4
ts108621,Sky Rojo,SHOW,2021,TV-MA,27,"['drama', 'thriller', 'action', 'crime']",['ES'],3,tt8690776,6.5,8706,39.825,7.7
ts307745,Money Heist: From Tokyo to Berlin,SHOW,2021,TV-MA,53,"['documentation', 'crime', 'drama']",['ES'],2,tt15384346,7.7,890,712.899,7.391
tm863919,Extinct,MOVIE,2021,,85,"['animation', 'comedy', 'family', 'action']","['CA', 'CN', 'US']",,tt8241000,5.4,2590,61.643,6.4
tm974195,The Fable: The Killer Who Doesn't Kill,MOVIE,2021,,132,"['action', 'comedy', 'thriller']",['JP'],,tt13017204,6.8,1486,5.818,6.9
tm858000,Rurouni Kenshin: The Final,MOVIE,2021,PG-13,139,"['drama', 'action']",['JP'],,tt11809034,7.2,8614,64.962,7.9
ts269493,Headspace Guide to Meditation,SHOW,2021,TV-G,22,"['documentation', 'animation']",['US'],1,tt13617024,8.4,1568,4.774,7.7
tm1218547,Bruna Louise: Demolition,MOVIE,2022,,65,"['comedy', 'documentation']",['BR'],,tt20597270,4.5,51,2.735,6.4
ts287703,Mine,SHOW,2021,TV-14,70,"['thriller', 'drama']",['KR'],1,tt14023192,7.7,1169,11.801,7.5
ts310376,"Sex, Love & Goop",SHOW,2021,TV-MA,35,"['reality', 'comedy', 'romance']",['US'],1,tt15470160,4.7,768,5.597,5.9
ts317612,Love is Blind: Japan,SHOW,2022,TV-PG,57,"['reality', 'romance']",['JP'],2,tt15943826,7.1,535,2.581,7.5
tm1057343,Prophetess,MOVIE,2021,,144,"['drama', 'comedy']",[],,tt14503370,6.8,6,1.4,8
ts282291,Generation 56K,SHOW,2021,TV-14,30,"['drama', 'romance', 'comedy']",['IT'],1,tt13524842,7.4,2427,5.375,7.3
tm860261,To All the Boys: Always and Forever,MOVIE,2021,PG-13,115,"['romance', 'comedy', 'drama']",['US'],,tt10676012,6.3,25191,53.199,7.7
ts258415,Elves,SHOW,2021,TV-14,24,"['thriller', 'family', 'drama', 'fantasy', 'horror', 'scifi']",['DK'],1,tt13231962,5.5,4165,45.71,7
tm1106044,100 días con la Tata,MOVIE,2021,,82,"['documentation', 'family']",[],,tt15417248,7.9,299,2.81,7
ts297675,Sexy Beasts,SHOW,2021,TV-14,23,"['reality', 'romance']",[],2,tt14916746,4.6,1133,36.721,5.9
tm1052498,Aileen Wuornos: American Boogeywoman,MOVIE,2021,R,85,"['thriller', 'drama', 'horror']",['US'],,tt14265992,3.7,1538,6.83,5.4
tm1150256,Tall Girl 2,MOVIE,2022,,97,"['comedy', 'romance', 'drama', 'family']",['US'],,tt16085592,4.7,4356,52.544,5.8
ts310335,Insiders,SHOW,2021,TV-MA,46,['reality'],['ES'],2,tt15436028,4.2,742,4.397,6.9
ts301196,Top Secret UFO Projects: Declassified,SHOW,2021,TV-PG,44,['documentation'],['GB'],1,tt14992232,5.5,1426,22.071,7.3
ts250998,Dirty Lines,SHOW,2022,TV-MA,46,"['drama', 'history']",['NL'],1,tt14859224,7.4,1840,5.758,8.3
tm1102868,Nobody Sleeps in the Woods Tonight 2,MOVIE,2021,,97,"['horror', 'thriller', 'comedy']",['PL'],,tt14315500,3.9,3641,100.747,4.1
ts320426,Crime Scene: The Times Square Killer,SHOW,2021,TV-MA,49,"['thriller', 'documentation', 'crime', 'history']",['US'],1,tt16027926,6.5,3974,5.848,7.125
tm1223736,Chip and Potato: Chip's Holiday,MOVIE,2022,,24,"['family', 'animation']",['CA'],,tt20754622,,,305.336,5.8
ts343427,Samurai Rabbit: The Usagi Chronicles,SHOW,2022,TV-Y7,25,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],1,tt12717354,6.5,407,5.716,6.7
ts243780,Sharkdog,SHOW,2021,TV-Y,23,"['animation', 'comedy', 'family']","['SG', 'US']",2,tt12211696,5.8,168,36.732,9.3
ts288005,"Nevertheless,",SHOW,2021,,70,"['drama', 'romance']",['KR'],1,tt14518284,7.2,4939,47.096,8
tm872108,A Week Away,MOVIE,2021,,94,"['drama', 'family', 'romance']",['US'],,tt11388278,5.7,4608,30.453,7
ts246178,Eden,SHOW,2021,TV-PG,25,"['animation', 'drama', 'scifi', 'reality', 'family', 'fantasy', 'action']",['JP'],1,tt10545250,6.6,1159,11.578,7
ts283676,Last Chance U: Basketball,SHOW,2021,TV-MA,57,"['documentation', 'sport']",['US'],1,tt13087512,8.3,2531,9.485,7.7
tm1143898,Jana Gana Mana,MOVIE,2022,,161,"['drama', 'thriller', 'crime']",['IN'],,tt13391710,8.3,9167,6.712,7.9
ts215989,Snabba Cash,SHOW,2021,TV-MA,43,"['crime', 'drama', 'thriller', 'action']",['SE'],2,tt10540276,7.6,8380,6.964,7.1
tm1110389,Single All the Way,MOVIE,2021,,99,"['romance', 'comedy', 'drama']",['CA'],,tt14315756,6.1,15190,40.516,6.5
tm1031976,Dhamaka,MOVIE,2021,,104,"['thriller', 'crime', 'drama', 'action']",['IN'],,tt13510660,7.2,40263,72.416,7.3
ts308511,Back to 15,SHOW,2022,TV-14,0,"['drama', 'comedy']",['BR'],1,tt15301854,6.6,662,5.829,6.3
tm1093287,The River Runner,MOVIE,2021,,86,"['documentation', 'action']",[],,tt15293256,6.9,1667,2.283,6.7
tm362072,Monster,MOVIE,2021,R,98,"['drama', 'crime']","['CA', 'US']",,tt2850272,6.5,5770,14.441,6.5
tm1120509,Never Back Down: Revolt,MOVIE,2021,R,89,"['action', 'crime', 'drama', 'sport']",['US'],,tt13470094,4,535,81.744,6.6
ts320075,Aranyak,SHOW,2021,TV-MA,43,"['thriller', 'drama', 'crime']",['IN'],1,tt14167344,7.9,7629,4.389,7.7
ts280892,"Devotion, a Story of Love and Desire",SHOW,2022,TV-MA,40,"['drama', 'romance']",['IT'],1,tt13956560,6.4,1500,13.644,6.8
tm1091155,Untold: Breaking Point,MOVIE,2021,R,79,"['documentation', 'sport']",['US'],,tt15101938,7.6,2490,5.385,8
ts260477,Post Mortem: No One Dies in Skarnes,SHOW,2021,TV-MA,45,"['thriller', 'comedy', 'drama']",['NO'],1,tt13053222,7.1,3323,1.536,
ts254928,D.P.,SHOW,2021,TV-MA,55,"['drama', 'action', 'comedy']",['KR'],2,,,,18.767,8.2
tm1219931,Heart Parade,MOVIE,2022,,108,"['comedy', 'romance']",['PL'],,tt20597408,4.9,477,354.267,5.7
tm991351,Pelé,MOVIE,2021,PG-13,108,"['documentation', 'sport']",['GB'],,tt13842562,7,4256,19.653,7.5
ts223450,Move to Heaven,SHOW,2021,TV-MA,52,['drama'],['KR'],1,tt11052470,8.6,5634,15.536,7.8
ts257504,Heirs to the Land,SHOW,2022,TV-MA,54,"['drama', 'history', 'comedy', 'scifi']",['ES'],1,tt13308276,7,947,11.208,6
tm1102891,Grudge,MOVIE,2021,,104,"['thriller', 'crime', 'drama']",['TR'],,tt13717980,5.5,4298,61.563,6.5
ts308039,A Sinister Sect: Colonia Dignidad,SHOW,2021,,53,['documentation'],['DE'],1,,,,2.503,6.6
tm998858,Brian Regan: On the Rocks,MOVIE,2021,,58,['comedy'],['US'],,tt13926994,6.8,619,1.875,6.8
tm894254,Penguin Bloom,MOVIE,2021,PG-13,95,['drama'],"['AU', 'US']",,tt6317656,6.8,10148,24.152,7.1
tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,2021,PG-13,90,['documentation'],['US'],,tt10741846,7.7,750,4.916,7.1
ts312200,I Am Georgina,SHOW,2022,TV-14,41,['reality'],['ES'],1,tt15494864,3.9,2879,43.523,7.3
ts346500,Wild Babies,SHOW,2022,TV-PG,30,['documentation'],['GB'],1,tt19398016,7.7,421,3.289,7.6
ts302312,Jaguar,SHOW,2021,TV-MA,45,"['drama', 'war', 'action', 'history']",['ES'],1,tt11698590,5.7,1766,30.462,7.1
ts317720,Coming Out Colton,SHOW,2021,TV-MA,33,['reality'],['US'],1,tt14527650,6.7,1142,2.167,7.6
tm1003353,Operation Varsity Blues: The College Admissions Scandal,MOVIE,2021,R,100,"['drama', 'documentation', 'crime']",['US'],,tt14111734,6.9,8190,8.255,7
ts314395,The Motive,SHOW,2021,,35,"['crime', 'documentation']",[],1,tt15529566,5.2,1472,11.281,5.7
tm1020520,A Stand Worthy of Men,MOVIE,2021,,120,"['drama', 'comedy']",[],,tt13758760,7.2,2174,,
tm817075,Furioza,MOVIE,2021,,139,"['crime', 'drama', 'action']",['PL'],,tt10515864,6.2,4129,14.047,6.2
tm1137862,Four to Dinner,MOVIE,2022,,104,"['comedy', 'romance']",['IT'],,tt14247286,6.3,3130,41.83,6.3
tm834847,Seal Team,MOVIE,2021,,101,"['animation', 'comedy']",['ZA'],,tt8456190,5.5,1350,99.808,7.1
tm876997,Most Eligible Bachelor,MOVIE,2021,,170,"['drama', 'romance']",['IN'],,tt11725680,6.1,3261,2.675,5.7
tm1204615,Katt Williams: World War III,MOVIE,2022,,59,['comedy'],[],,tt19995810,4.6,413,2.529,5.2
tm1096769,Lead Me Home,MOVIE,2021,,40,['documentation'],['US'],,tt15339848,7.1,,13.808,6.8
ts255486,Godzilla Singular Point,SHOW,2021,TV-14,25,"['animation', 'action', 'scifi', 'thriller']",['JP'],1,tt13229964,6.5,1673,21.135,7.218
tm1207096,Snoop Dogg's F*cn Around Comedy Special,MOVIE,2022,,67,"['documentation', 'comedy', 'music']",[],,tt20723742,5.2,371,5.006,5.3
tm1092995,Shaun the Sheep: The Flight Before Christmas,MOVIE,2021,G,30,"['animation', 'comedy', 'family']",['GB'],,tt15857304,7.3,1491,67.766,7
ts312094,JAPAN SINKS: People of Hope,SHOW,2021,TV-14,55,"['scifi', 'war', 'drama']",['JP'],1,tt15569106,6,5,7.557,6.5
tm1166015,The Invisible Thread,MOVIE,2022,,90,"['drama', 'family', 'comedy']",['IT'],,tt14540892,6.7,1704,46.282,6.8
tm880822,Mobile Suit Gundam Hathaway,MOVIE,2021,PG-13,96,"['scifi', 'animation', 'action', 'drama', 'romance']",['JP'],,tt13288678,6.6,1400,261.753,7.6
tm1160424,AI Love You,MOVIE,2022,PG-13,95,"['scifi', 'comedy', 'romance', 'drama']",['TH'],,tt11182810,4.4,572,95.533,5.828
ts258358,The Life and Movies of Erşan Kuneri,SHOW,2022,TV-MA,48,['comedy'],['TR'],1,tt13238304,6.7,11145,4.766,7.7
tm1039147,Audible,MOVIE,2021,PG-13,39,['documentation'],['US'],,tt12771540,5.3,,8.896,7
ts283528,This Is Pop,SHOW,2021,TV-MA,44,"['music', 'documentation']",['CA'],1,tt14155414,6.9,1131,3.364,7.6
ts276067,Maldivas,SHOW,2022,TV-MA,36,"['comedy', 'drama']",['BR'],1,tt13561292,5.6,961,159.929,7.2
tm1215536,The Hall: Honoring the Greats of Stand-Up,MOVIE,2022,,70,"['documentation', 'comedy']",['US'],,tt10613308,6.3,400,2.957,8
ts320335,Summer Heat,SHOW,2022,TV-MA,48,"['drama', 'romance']",['BR'],1,tt14655298,5.6,281,7.658,7.8
ts286632,Why Are You Like This?,SHOW,2021,,24,['comedy'],['AU'],1,tt8540808,6.4,1546,2.882,7.7
ts320302,Neymar: The Perfect Chaos,SHOW,2022,TV-MA,55,"['documentation', 'sport']","['BR', 'US']",1,tt16428640,6.6,3158,31.57,7.316
tm833467,Hurdang,MOVIE,2022,,122,"['drama', 'romance']",['IN'],,tt10919304,4.9,499,5.264,8
tm1185388,The Turning Point,MOVIE,2021,,90,"['drama', 'crime']",['IT'],,tt14140844,6.1,621,5.561,6.7
tm998726,Sentinelle,MOVIE,2021,,80,"['thriller', 'action', 'drama', 'crime']",['FR'],,tt11734264,4.7,7844,59.784,5.9
ts257873,Dive Club,SHOW,2021,TV-PG,27,"['drama', 'family']",['AU'],1,tt13275052,6.1,869,8.506,6.8
tm1077201,Stuck Together,MOVIE,2021,,126,['comedy'],"['BE', 'FR']",,tt13834006,6.3,6897,15.493,6
tm1203307,F*ck Love Too,MOVIE,2022,,92,"['comedy', 'romance']",['NL'],,tt15432804,3.8,1052,170.413,5.963
tm945448,Vicky and Her Mystery,MOVIE,2021,,84,"['drama', 'family', 'european']",['FR'],,tt10945274,6.4,1900,75.025,7.2
ts296129,Elite Short Stories: Guzmán Caye Rebe,SHOW,2021,TV-MA,12,"['drama', 'crime', 'thriller']",['ES'],1,tt14668192,7.4,2319,19.939,8.2
ts331681,Trivia Quest,SHOW,2022,TV-G,9,"['family', 'fantasy', 'animation']",['US'],1,tt18393972,5.7,202,3.207,5.7
tm1176905,"From Meir, to Meir",MOVIE,2021,,62,['documentation'],['EG'],,tt18315752,,,0.694,
ts320872,Queer Eye Germany,SHOW,2022,TV-14,50,['reality'],['DE'],1,tt16369694,7.2,1114,1.621,1
tm1106806,Attack of the Hollywood Clichés!,MOVIE,2021,,59,['documentation'],"['GB', 'US']",,,,,6.095,6.1
ts328317,Alessandro Cattelan: One Simple Question,SHOW,2022,TV-MA,30,"['comedy', 'reality']",['IT'],1,tt15326678,6.5,209,1.302,6.7
ts296179,The War Next-door,SHOW,2021,TV-MA,33,['comedy'],['MX'],2,tt14821886,5.7,444,82.278,7.3
ts275448,Navillera,SHOW,2021,,65,"['drama', 'family']",['KR'],1,tt13885302,8.8,2179,15.637,8.5
ts269286,Once Upon a Time... Happily Never After,SHOW,2022,TV-MA,30,"['scifi', 'comedy', 'fantasy']",['ES'],1,tt13560186,5.4,496,73.753,7.5
ts306322,The Unlikely Murderer,SHOW,2021,TV-MA,46,"['drama', 'crime']",['SE'],1,tt13735930,7,4129,4.575,7.3
tm1119136,Game Changer,MOVIE,2021,,102,"['crime', 'comedy', 'drama', 'romance', 'thriller']",['TH'],,tt14365230,4.1,113,3.203,6.6
ts104362,Kid Cosmic,SHOW,2021,TV-Y7,22,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",['US'],3,tt9248538,7.9,1414,13.314,8.8
tm1043290,Murder by the Coast,MOVIE,2021,PG-13,88,"['crime', 'documentation', 'history']",['ES'],,tt13323092,6.5,2134,8.719,6.4
tm1174856,Chappelle's Home Team - Earthquake: Legendary,MOVIE,2022,R,36,['comedy'],[],,tt18278666,6.9,588,3.399,6.1
ts345976,The Boss Baby: Back in the Crib,SHOW,2022,TV-Y7,24,"['animation', 'comedy', 'family', 'fantasy']",['US'],1,tt19361940,6.2,159,116.587,7.563
tm810494,The 8th Night,MOVIE,2021,,115,"['thriller', 'horror']",['KR'],,tt14781176,5.3,3332,43.698,6.1
tm1029256,Ferry,MOVIE,2021,,106,"['drama', 'action', 'crime', 'thriller']","['BE', 'NL']",,tt14217100,7,10900,29.798,6.8
ts313849,Blown Away: Christmas,SHOW,2021,TV-PG,29,['reality'],[],1,tt15665668,6.7,502,0.6,7.5
ts283610,Feels Like Ishq,SHOW,2021,TV-MA,31,"['drama', 'romance', 'comedy']",['IN'],1,tt14163838,6.4,1550,2.428,6
tm1144693,The Trip 6,MOVIE,2021,,97,['comedy'],['CO'],,tt16636178,3.2,180,341.163,7.3
tm1000619,Radhe Shyam,MOVIE,2022,,138,"['drama', 'romance']",['IN'],,tt8960382,5.3,28633,5.537,5.5
ts309676,The World's Most Amazing Vacation Rentals,SHOW,2021,TV-PG,34,"['documentation', 'reality']",['US'],2,tt14691382,6.7,1317,6.262,7.4
ts280693,Thomas & Friends: All Engines Go!,SHOW,2021,TV-Y,11,"['animation', 'fantasy', 'drama', 'family', 'music', 'comedy']",['US'],1,tt13940396,2,555,1.287,8
ts285469,Headspace Guide to Sleep,SHOW,2021,TV-G,19,"['documentation', 'animation']",['US'],1,tt14318406,6.8,466,3.01,8.3
tm675820,A Boy Called Christmas,MOVIE,2021,PG,106,"['drama', 'family', 'fantasy', 'action']",['GB'],,tt10187208,6.7,21085,60.608,7.507
ts354329,Lellobee City Farm,SHOW,2022,TV-Y,10,['animation'],['US'],1,tt21243226,,,2.722,
tm1174920,Jeff Foxworthy: The Good Old Days,MOVIE,2022,,60,"['comedy', 'documentation']",[],,tt18314220,6.1,418,2.434,6.8
ts287802,Penguin Town,SHOW,2021,TV-G,30,"['documentation', 'comedy', 'drama', 'family']",['ZA'],1,tt14677850,7.8,848,2.461,7.8
ts257315,Karma's World,SHOW,2021,TV-Y,12,"['animation', 'comedy', 'family']",['US'],3,tt13321232,5.8,156,11.039,7
ts299321,Dogs in Space,SHOW,2021,TV-Y7,22,"['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy']",['US'],1,tt14906826,7.1,609,7.154,7.4
tm1185506,The Taming of the Shrewd,MOVIE,2022,,112,"['romance', 'comedy']",['PL'],,tt18970380,4.5,836,9.926,5.1
tm1083068,Operation Hyacinth,MOVIE,2021,,112,"['crime', 'drama', 'thriller']",['PL'],,tt14315584,6.7,3119,16.846,6.8
tm879685,The Perfect Family,MOVIE,2021,,110,['comedy'],['ES'],,tt11924738,5.3,1931,,
tm466544,Sooryavanshi,MOVIE,2021,,145,"['action', 'thriller', 'crime']",['IN'],,tt9531772,6.3,75952,121.867,5.7
ts315551,Elite Short Stories: Phillipe Caye Felipe,SHOW,2021,,13,"['comedy', 'romance', 'drama']",['ES'],1,tt16156744,6.2,704,49.804,6.9
ts317144,Adventure Beast,SHOW,2021,TV-MA,19,"['comedy', 'animation']",['US'],1,tt15478708,5.2,569,3.268,7.4
ts325756,Midnight Asia: Eat · Dance · Dream,SHOW,2022,TV-MA,37,['documentation'],['SG'],1,tt16583602,6.6,518,1.766,6
ts260502,Until Life Do Us Part,SHOW,2021,TV-MA,49,['drama'],['PT'],1,tt13053042,7.5,663,2.681,9.2
ts320557,Elite Short Stories: Patrick,SHOW,2021,TV-MA,12,"['comedy', 'drama']",['ES'],1,tt16306836,6.1,737,51.19,7.3
ts296081,The Parisian Agency: Exclusive Properties,SHOW,2021,TV-14,57,['reality'],['FR'],2,tt14746934,7.5,671,3.069,
tm448707,CBI 5: The Brain,MOVIE,2022,,163,"['thriller', 'crime']",['IN'],,tt7311164,6.3,1394,3.945,5.8
ts296069,Elite Short Stories: Omar Ander Alexis,SHOW,2021,TV-MA,12,"['drama', 'crime', 'thriller']",['ES'],1,tt14676004,7.3,1952,21.175,7.6
tm1111717,L.O.L. Surprise: The Movie,MOVIE,2021,G,47,"['animation', 'family', 'fantasy', 'scifi', 'western', 'action']",['US'],,tt15576986,3.8,129,109.716,6.9
tm1111920,Making The Billion Dollar Code,MOVIE,2021,,28,['documentation'],['DE'],,,,,0.832,8.5
ts287149,Hype House,SHOW,2022,TV-14,32,['reality'],['US'],1,tt15257704,2.1,2915,3.204,5.8
tm950444,Skater Girl,MOVIE,2021,PG,107,"['drama', 'family', 'sport']","['US', 'IN']",,tt6964940,6.6,4289,12.433,7.5
ts239188,Kitz,SHOW,2021,TV-MA,44,"['drama', 'thriller']","['AT', 'DE']",1,tt12104930,5.7,2392,5.661,7.4
ts297685,I Need Romance,SHOW,2021,TV-14,45,"['drama', 'romance']",['TH'],1,tt16077338,7.8,30,1.39,6
ts308002,The Five Juanas,SHOW,2021,TV-MA,39,['drama'],['MX'],1,tt15377930,6.9,1813,63.62,7.4
tm1092892,Found,MOVIE,2021,PG,97,"['documentation', 'drama']","['CN', 'US']",,tt13622146,7.5,1198,32.993,7.5
ts271517,The Crew,SHOW,2021,TV-14,27,['comedy'],['US'],1,tt10971022,6.5,5528,9.56,7.1
ts257271,The Time It Takes,SHOW,2021,TV-MA,13,"['drama', 'romance', 'comedy']",['ES'],1,tt13322938,7.1,1271,6.598,7.1
tm1108010,Rabbids Invasion - Mission To Mars,MOVIE,2021,,70,"['animation', 'comedy']",['FR'],,tt15310736,7.8,,4.321,6
ts296059,Elite Short Stories: Carla Samuel,SHOW,2021,TV-MA,14,"['drama', 'romance']",['ES'],1,tt14675560,6.9,2685,43.992,7.6
ts306068,Luna Park,SHOW,2021,TV-MA,50,"['drama', 'romance']",['IT'],1,tt15349110,6.4,721,4.545,8.1
ts346007,Savage Beauty,SHOW,2022,TV-MA,51,['drama'],['US'],1,tt19671142,5,339,4.011,6.7
tm1098514,The Falls,MOVIE,2021,,129,['drama'],['TW'],,tt15119668,7,1546,5.971,6.8
tm1108621,Yara,MOVIE,2021,,96,"['drama', 'thriller', 'crime']",['IT'],,tt15655276,6.2,4205,21.629,6.3
ts317526,Selling Tampa,SHOW,2021,TV-MA,40,['reality'],['US'],1,tt16227948,4.5,797,1.82,10
ts216407,Age of Samurai: Battle for Japan,SHOW,2021,TV-MA,43,"['documentation', 'action', 'drama', 'history', 'war']",['US'],1,tt10551256,7.4,4119,31.152,7.1
tm1130264,Nicole Byer: BBW (Big Beautiful Weirdo),MOVIE,2021,,65,['comedy'],[],,tt15938722,5.7,527,3.015,7
ts306510,Octonauts: Above & Beyond,SHOW,2021,TV-Y,25,"['animation', 'family']",['KR'],2,tt15211330,7.2,82,4.775,8.5
tm1127479,Cobalt Blue,MOVIE,2022,,112,"['romance', 'drama']",['IN'],,tt15314640,6.6,1531,5.021,6.6
tm433048,This Is the Night,MOVIE,2021,R,100,"['drama', 'comedy']",['US'],,tt7743120,5.4,626,5.428,7.2
ts321254,Yeh Kaali Kaali Ankhein,SHOW,2022,TV-MA,40,"['drama', 'thriller', 'crime']",['IN'],1,,,,5.259,7.2
ts270798,Love (ft. Marriage and Divorce),SHOW,2021,TV-PG,69,"['drama', 'romance']",['KR'],3,tt13814840,6.6,467,24.115,6.3
tm972519,Don't Kill Me,MOVIE,2021,,90,"['fantasy', 'horror', 'romance']",['IT'],,tt11116374,4.3,1769,10.329,4
tm1003725,A Castle for Christmas,MOVIE,2021,,98,"['romance', 'comedy', 'drama', 'family']","['GB', 'US']",,tt13070602,5.5,11894,15.972,5.8
ts284862,Zero Chill,SHOW,2021,,30,"['drama', 'comedy']",['GB'],1,,,,6.452,7.7
tm1036270,I Am All Girls,MOVIE,2021,,107,"['thriller', 'crime', 'drama']",['ZA'],,tt9013182,5.9,5917,43.887,6.6
ts302056,Titletown High,SHOW,2021,TV-14,34,"['reality', 'sport']",['US'],1,tt15192032,5.5,332,2.146,5.6
ts287838,Mad for Each Other,SHOW,2021,,35,"['comedy', 'drama', 'romance']",['KR'],1,tt14596414,7.9,1724,8.719,8.2
ts273318,Country Comfort,SHOW,2021,TV-PG,24,"['drama', 'family', 'music', 'action', 'comedy']",['US'],1,tt11717394,6.8,3432,4.962,7.8
ts318024,Sea Power,SHOW,2021,TV-14,48,"['documentation', 'war']",['US'],1,tt15771508,7.7,44,1.6,
tm876608,Sounds Like Love,MOVIE,2021,,110,"['comedy', 'music', 'romance', 'drama']",['ES'],,tt11698662,5.4,2135,31.672,6.6
tm1000797,Ride or Die,MOVIE,2021,R,142,"['thriller', 'romance', 'drama']",['JP'],,tt14164234,5.6,1900,79.299,6.5
tm1096880,Thomas & Friends: All Engines Go - Race for the Sodor Cup,MOVIE,2021,,60,"['animation', 'family']",[],,tt15337666,3.7,70,2.434,10
ts331449,Hei$t: The Great Robbery of Brazil's Central Bank,SHOW,2022,TV-14,61,"['documentation', 'crime']",['BR'],1,tt18274172,6.4,525,5.81,6.4
tm858287,Jersey,MOVIE,2022,,175,"['drama', 'sport', 'romance']",['IN'],,tt5301942,7.3,10878,68.203,7.2
tm990835,The Girl on the Train,MOVIE,2021,,128,"['drama', 'thriller', 'crime']",['IN'],,tt8907992,4.4,14348,16.169,5.9
ts283639,Decoupled,SHOW,2021,TV-MA,31,"['comedy', 'drama']",['IN'],1,tt14167338,8,6379,3.252,8.2
ts296091,Elite Short Stories: Nadia Guzmán,SHOW,2021,TV-MA,11,"['drama', 'romance']",['ES'],1,tt14671790,6.2,1907,24.675,7.5
ts271720,Pui Pui Molcar,SHOW,2021,TV-Y7,2,"['animation', 'comedy', 'family']",['JP'],1,tt14202738,8.1,366,3.148,8.6
ts289364,Cat People,SHOW,2021,TV-14,32,['documentation'],['US'],1,tt14818454,6.3,282,3.255,6.3
ts293814,Sparking Joy with Marie Kondo,SHOW,2021,TV-PG,42,"['drama', 'history', 'reality']",[],1,tt14550060,6.3,360,2.602,7.3
tm993435,Cousins,MOVIE,2021,R,98,['drama'],['NZ'],,tt10483044,6.9,503,1.706,7.3
tm1191860,Oprah + Viola: A Netflix Special Event,MOVIE,2022,,48,['documentation'],['US'],,tt19404044,7.2,319,3.035,7.7
tm1064532,Deep,MOVIE,2021,,101,"['scifi', 'thriller', 'drama']",['TH'],,tt14880258,4.8,1441,70.521,6.4
tm1047190,The Phantom,MOVIE,2021,,81,"['documentation', 'crime']","['US', 'GB']",,tt14597294,6.5,759,3.462,6.1
ts292446,Taarak Mehta Kka Chhota Chashmah,SHOW,2021,TV-Y,22,"['animation', 'comedy']",['IN'],1,tt14438518,6.6,76,0.747,
ts315549,Elite Short Stories: Samuel Omar,SHOW,2021,,12,"['comedy', 'drama']",['ES'],1,tt16259804,6.1,666,41.801,7
ts288997,Human: The World Within,SHOW,2021,TV-PG,53,['documentation'],['US'],1,tt14574154,6.8,733,3.625,8.7
tm1030495,Two,MOVIE,2021,,71,"['horror', 'thriller']",['ES'],,,,,236.797,5.5
ts282133,City of Ghosts,SHOW,2021,TV-Y7,19,"['animation', 'drama']",['FR'],1,tt15477516,6.1,10,2.639,7.3
